Humidity,Pressure,Temperature
74,982,55.55813962176331
77,989,57.87900927667222
94,966,65.01948233650558
97,1002,66.05746072095421
97,1040,73.28685718126441
39,1030,37.25617564250182
51,996,43.53380963089645
66,1046,56.22014283893501
42,1044,43.348743564177575
88,1034,67.42996306425198
95,973,68.43275989870303
69,965,55.277522251114895
76,994,58.763068018093726
67,1033,55.58916837336493
55,1005,50.97056922830805
39,1048,43.775493823845736
50,977,45.322172323923915
99,995,68.20102176198382
77,1048,58.56467864167485
94,1031,69.8840568345499
79,1037,59.62248288776353
59,977,52.28244785786635
49,1027,45.96707953045648
49,998,44.936961269761476
44,1037,39.383111643955786
69,1044,53.85658011669178
62,955,51.249704723470714
95,1047,66.2327270579271
39,1048,41.05213284746413
87,978,61.51602764229072
62,1015,52.349924018076784
61,1018,52.7226380844213
53,1035,43.54775843866922
65,1022,50.35802843751994
85,983,65.0652660719653
58,1049,46.518830358676986
64,998,51.696250816505604
30,1049,35.64649144743625
30,1039,35.96490941653901
66,1019,49.037526263805894
83,1015,64.5769479991745
35,1049,40.02865020523213
68,1021,56.29859752474179
47,951,43.40585179127761
34,951,34.596211374991256
72,1021,58.47680231636984
88,975,67.81072557781971
61,1027,49.85914043142343
31,1000,36.09877414214673
95,977,65.66175895861254
71,1046,55.35186305591295
87,993,64.3844484059759
65,969,53.0915633835725
41,1048,36.314581679746325
76,995,60.68877979345331
30,1030,35.15174717295901
44,993,41.10345707602142
83,1017,60.97235151725236
42,958,44.214730866505
72,1033,57.32870705856531
98,996,70.06279296721523
36,1014,38.206219378774264
98,970,69.96418146715455
77,1046,57.87622260232435
33,1048,37.814186189675425
82,955,62.21247996204151
45,1035,47.73871911610422
50,974,42.41424224128104
88,952,66.24860540475602
53,1021,42.7814732899006
43,1025,38.43201129432873
78,978,55.582225882140506
79,1045,59.2491100690649
99,1015,70.35218703933668
71,1030,56.61832455544668
65,1032,52.64785824588308
94,964,64.76985608283009
99,971,70.79313103677111
30,1019,36.71283654048635
80,983,59.276032221819904
66,952,52.8867352165781
64,977,53.89536425922069
78,969,62.07734165263133
33,965,34.32767515434554
72,1021,56.98105258591491
51,979,45.60254202888965
30,985,32.581257067243406
40,1047,39.84474628114729
73,998,57.68128510236306
88,999,65.36342684204055
53,1030,47.83859475942436
89,1006,64.64574469609155
32,1013,34.948003796879675
92,1038,67.41937208372566
65,1008,48.787789221173426
97,955,70.79640707307759
76,1001,59.00706123270455
50,1011,45.78284434929953
80,1033,61.77481774226597
57,967,48.700355340464256
44,995,36.67080628667162
71,1046,57.38021157196064
88,1012,62.74242722915507
95,972,64.84520038972508
66,1047,53.709895285046734
40,959,39.67798952793721
73,955,55.16043212821239
41,1026,41.45946386413149
32,1011,34.90983225060963
81,992,58.75616497906767
62,966,49.88018028730292
84,1009,62.756273806175244
30,967,35.47218787615291
68,1018,55.45351228688714
49,1010,46.11276110294897
76,975,55.85561926992004
72,964,54.026798751430896
86,1011,61.4370102195936
90,1003,64.3288442624988
60,1031,49.87554128093066
54,979,44.596128777779505
32,1020,36.30624088952502
33,978,34.57356202089879
43,1024,38.36946264224666
70,955,53.9598119729109
49,1034,44.583111385754016
56,1005,48.07111139543846
96,1000,66.17405694690136
82,1036,62.57347967599625
97,1003,69.43308911454034
91,960,65.05986440102829
44,993,40.36849562288914
34,1009,36.185600684698
97,980,69.36976185193666
41,1009,41.500398349186234
86,964,62.829907072007664
46,998,42.75632231237393
54,1006,47.278774695875846
59,1015,51.272668870068586
51,957,41.73070257899831
55,1019,50.90928371905112
90,965,62.5765129358809
91,1002,63.57028143742724
63,982,50.302551303787126
62,1037,53.16273158859206
61,1028,50.36659568604267
43,984,39.80486961572891
86,979,64.33018501041254
54,1001,45.7849898876709
71,1039,56.772947885389655
48,1003,44.52051263293399
70,954,56.44106233593478
84,1014,66.91901778638206
41,976,39.13702679835343
68,1034,50.09011652900721
31,955,38.90891428568937
74,1038,56.401650466701
54,967,47.43516834618104
97,1018,68.34780717698504
33,1006,34.14890453418275
65,982,51.10436645060826
91,1031,65.68409917980598
99,1022,70.83594054675325
73,1023,58.09631035361618
62,981,51.39699614735685
41,1044,41.45119776577227
40,1023,38.911724771871484
84,998,59.207184459414826
67,1049,55.813157123019764
58,982,47.34520544797016
32,964,35.628460701327626
57,1011,48.35540513045531
53,1037,46.300085760608766
83,982,61.48439260280568
81,1006,61.57759324140439
76,978,59.89096422864273
50,993,45.33155257017943
83,1047,63.20780589739562
59,1000,51.92494545678678
97,996,68.8603986240881
65,1022,53.675908128176395
69,987,50.761098646862415
39,952,38.59918611917406
71,967,50.73264823430862
53,965,45.91211711357647
33,1017,35.94750879874123
76,1035,59.46475408279128
80,1043,62.25809120435577
33,972,36.8628081707601
61,1032,51.388872132394404
39,957,38.08199238361876
40,1005,45.01365810924595
57,999,48.531958292259
75,976,56.782028891409375
69,954,51.699872267208825
91,1039,65.4187237613088
74,976,57.92146476734022
64,1010,53.83196563371853
64,1033,50.81580679727851
63,1028,52.317458187672685
35,968,32.90897001444087
66,1046,53.57009306046676
30,1041,31.984833287239432
64,986,51.95998474587519
99,970,68.98923217294708
83,953,60.6537662468673
92,968,67.13079093303409
38,1027,36.258535765823076
91,1001,67.22193884046361
31,999,35.18953308717794
65,981,53.2936557486871
70,1047,54.084269250178814
66,968,53.633353028240684
78,962,56.28101068314991
55,1041,48.216722504860456
97,1048,72.51052219166382
65,1021,50.31485272675351
60,1044,51.874541943667225
59,995,47.39575701839965
63,1030,51.97917666713886
48,1015,41.95354364944968
47,1038,42.31303836440596
32,966,36.816608137536896
99,995,69.20732606982844
42,1041,41.068032753816766
74,987,54.309495824173084
96,1000,69.09944061309449
69,974,54.26460477151373
69,998,54.38298239302767
52,1026,44.84458071242037
60,954,46.199449534647854
47,1001,43.06956126627781
48,996,42.68886680523924
73,990,52.20272574191368
79,964,60.96631538816628
71,960,54.81180093456148
76,977,54.30422181934352
51,1028,48.379349889598736
58,963,47.52448385012799
88,954,60.49064285858777
30,1036,34.50934974790066
93,965,65.86065596056255
46,979,43.182657798618045
66,1028,51.429563202989044
54,992,47.994902019166744
93,975,65.05848983034035
97,1025,67.5924407509581
81,1045,60.783577623823255
38,1041,39.00411294913248
86,972,63.64423380763205
62,993,52.911584648957316
49,1034,46.254947125284595
43,1005,42.57082288260129
88,952,63.267444860642954
85,975,60.741204439963546
94,950,66.67899778277166
66,1045,57.344435408430066
55,1006,48.54209893639231
62,1020,53.03429788871915
72,1032,57.73835558628693
44,1036,42.88777758632311
58,1012,52.59352599901488
50,996,49.27706960112072
98,1039,66.07885008033439
52,1027,47.438334731051874
37,962,38.17469456156688
91,1012,67.49676437101861
43,987,41.770131772455194
35,1033,37.36067529286673
30,981,34.99267344810908
38,978,34.870258544188445
83,1009,61.69431199812359
41,1033,39.35126229896601
34,990,34.10300824416152
69,1039,56.77046217968576
75,979,53.567293393826446
56,978,45.28645806557414
82,1002,62.84507936822563
79,992,56.768621123256715
81,960,60.32060524673242
48,1034,42.8971708637811
64,967,51.502470189221846
81,950,58.35801262038047
60,989,49.65170259658906
83,988,60.702521590693586
88,1048,63.158423063370584
73,1015,61.00312295276591
85,998,61.219667005859264
48,1036,45.032607670568986
75,995,56.202496931102964
95,999,68.89183520947749
83,972,63.911508408599474
78,1042,59.87364216942058
89,1015,64.28558752429909
56,1035,49.030411093537346
65,1016,53.83386431373921
88,982,63.53467377439355
79,1000,63.179410845781106
74,1020,55.37772801212157
43,985,41.64322088157194
68,973,54.13204763282112
69,1032,56.11104510673106
38,1039,38.892383243331444
43,1029,41.43357840206872
37,977,38.43066149952924
52,1035,44.225852006816936
38,951,35.78531888133814
36,959,36.62707942413608
96,1031,69.30849235808829
90,961,63.91581169570367
46,1014,43.13298251912561
86,1017,61.748227234811395
53,1011,44.74350158191221
54,1004,47.35523164228024
34,986,38.6385433327693
79,1034,62.33006801943636
60,969,47.447863809306135
84,1019,64.49397578363654
55,1034,50.217098248244746
50,1012,47.07774942313943
87,1018,61.49512782704176
53,991,43.32096256234843
57,1030,51.657739094656904
59,966,45.729847339910854
63,1007,49.74554024127793
83,955,64.15015214472551
81,1046,62.77266371358906
37,972,39.721235748000566
39,953,42.96559219778159
84,958,60.550835321777264
30,1012,37.99134276953272
66,1042,53.85566035657851
50,991,49.3998731186567
33,1024,32.24980665447715
72,1042,58.05591881178525
95,1045,65.51216679281187
50,961,45.57368412933694
66,984,49.22773844177199
98,1041,69.1620383489283
77,999,57.841763858804455
40,1021,37.17038130867048
73,989,52.59566114580662
93,1008,65.39994174743178
61,955,48.80685847900079
50,1023,44.88207818041415
39,1038,36.798978100100534
90,962,63.848316116120195
65,1047,56.96653580392132
48,1009,43.136018508613546
73,1028,54.99551504217716
33,965,38.02832157110873
42,954,40.569562591414666
88,972,60.850937183524024
31,1002,33.86837225202474
30,1016,37.62652077459323
69,1021,51.04087923719634
54,1022,48.23264336824798
88,955,62.093118864143314
66,989,53.981070914565585
99,1029,71.44112783317503
36,1029,39.37991313352019
33,991,36.38180529895922
70,1039,58.893810804014336
90,972,61.269017931531224
63,1039,52.00615815328758
58,1039,48.45356938534225
98,969,66.5116919827867
56,1012,49.83112322149884
81,979,60.38102295704867
83,959,61.39527939006716
99,961,70.64895707273658
63,1049,50.956730079293635
37,976,39.69494880587212
37,1032,37.534420498343096
97,1022,69.36723119517748
97,951,70.8111713434921
30,1049,35.47536919925023
35,996,35.59329565878116
60,1005,52.25646045949542
37,960,33.76273387644866
51,1024,47.85981026251723
38,974,39.40645835194515
73,1045,52.450102832431476
76,993,57.733082809637224
30,1041,36.48155607941936
81,963,58.98732367525822
68,1028,53.181173356277164
56,1005,51.321555143717625
62,955,54.27194899111086
74,973,56.92553658246381
89,992,66.08757410588461
87,999,60.14343313068259
80,1025,64.39303311428193
75,1006,57.34920448072113
34,993,36.763422942624366
87,974,65.6513918943461
47,1031,47.28591277349497
65,971,52.909477901622765
96,1044,70.97123392222443
50,968,42.27502118820731
75,1013,55.209222151715835
87,1039,61.004044405199664
66,979,51.200321628697296
92,987,63.35719872135403
34,999,36.79482746047803
60,990,50.20019566556799
65,1045,54.384737278845094
85,961,58.71135672910111
56,1006,47.748960476228696
52,1013,42.886689046195634
81,964,58.79986414869452
76,982,58.85490545830612
91,1015,69.63997951026968
90,1015,62.75222056067456
77,986,59.08575120258192
30,975,34.58321331927441
40,1026,42.80389077653454
43,1022,43.65682605594303
36,1000,37.835821291450394
75,962,57.636008123836454
60,974,48.68091021993968
45,969,41.62664548742178
71,1017,54.7061003297965
68,960,51.83749426826115
83,957,61.78259092359831
73,1002,55.120660187162194
37,1042,43.3867819733353
95,964,67.64623700300487
71,1022,54.854985261101646
96,996,69.21150264811168
61,1049,53.87870679955214
80,985,57.695983422712374
76,1031,57.89009619463573
63,973,50.79371399783051
42,1011,42.9424756583251
96,1003,67.78558060853099
40,962,35.78912133183375
57,995,46.528442939094305
86,957,60.55638518337666
95,997,66.90678913298383
94,989,68.15036182703581
99,1044,72.27574921244047
64,969,52.063280058048676
33,1000,35.325761833858934
90,1015,64.23764167804562
67,993,52.38715767476686
73,1032,59.09494790432607
50,1028,44.44813346567588
36,1039,37.56864595645536
58,1006,49.2254560473748
36,1022,42.32744178775209
96,1000,67.2371037777106
99,984,73.93322467871799
84,1040,65.31722925417161
51,961,45.806361763092596
61,961,48.86018530662408
65,986,55.68445300577473
38,999,39.97750034561589
55,1026,47.92500554602489
51,1031,46.75751493638974
75,1045,58.571220264471584
46,1024,42.5950842266022
55,998,45.280184997223806
67,1024,52.3472341048527
31,961,32.83254060982028
35,1043,36.05193409395648
42,984,41.67375067615875
84,1024,65.7680082541245
92,1026,67.60726627279118
75,989,58.23173325158046
35,960,36.130881011191065
77,952,59.82655374489526
89,1025,66.48628308705503
72,996,55.64549991681808
97,1001,67.30395797640696
40,991,40.28888186433704
87,1041,60.10855343466056
33,953,36.79386847464936
99,966,71.79509207726511
88,1013,65.75245956724676
34,1014,37.37758370580613
47,963,42.08855771006849
99,988,70.84299090579786
93,954,64.64865292140382
54,953,47.33316355767929
33,969,40.230626926840806
99,1031,70.32961494074648
70,966,52.31148571548208
66,1021,54.297169670808636
88,974,63.73378195384288
79,961,59.60989809057771
85,972,62.10193118172127
54,1010,47.41285505604397
63,1041,52.97416095817887
48,952,36.59574635445245
37,958,38.78049741446173
83,1022,60.44054521594
76,1039,61.182652712247254
63,988,53.739562457726464
59,1002,52.83631963666337
42,1047,43.219200146497414
76,1038,54.13347431310381
62,1013,52.29527484496992
64,971,51.76076008716013
55,954,50.374989639111384
76,981,60.12972079774445
82,1025,64.3225897379358
94,987,67.00309576721153
48,957,42.93125193300377
34,972,35.25304801628118
37,992,36.59911706494066
33,1009,34.86440550320457
78,1045,60.95732403377925
67,1004,56.06784354921332
78,1023,58.992329879487045
81,1001,60.46242236168575
79,1032,61.4020739271694
79,973,59.04443268845217
59,1033,50.49966706695289
33,975,37.64650647068515
95,1007,65.52197540719453
50,1019,42.93298442603308
72,1039,56.74055815658144
58,995,50.81023759302008
56,1038,48.00185504394964
82,1001,59.90833191095272
78,1009,57.92432511916841
96,994,67.13549058998163
39,976,40.70979520164686
32,993,35.70990436137219
98,982,67.5605822377831
40,980,40.026142135395816
42,964,42.766308300094224
67,1021,52.68643864811378
69,1046,55.23252621924391
62,1011,51.998698658311056
63,951,51.992717080725676
56,997,50.59657223087073
80,993,59.39908543505578
50,1040,44.69995380632446
58,965,49.259727285174215
48,1018,46.039639634831076
55,1024,48.95094254001887
54,1035,43.25117039080844
69,989,57.85078027312472
58,1044,50.59408451914043
54,1036,45.50077581805542
48,950,43.10013338963734
97,1031,68.15996724541323
74,1008,59.96094351060273
75,962,55.04027641975484
84,1041,60.40127043886769
30,993,36.70361274617917
40,1004,40.41764190773166
97,997,67.32734090239894
36,972,35.80516788110344
87,981,60.59311246869025
49,984,48.69970550756366
64,1048,55.55036433717201
80,992,59.414560842530314
50,1018,45.28859142346143
73,1012,58.359242030003095
30,986,36.710800222914976
96,1033,69.89889454939576
42,994,37.13342192540155
45,1031,43.45454876062597
63,1020,54.12682853658657
53,956,49.23290063653942
42,998,41.107627354719284
35,959,38.43843872684728
68,978,53.37575683080488
31,1027,39.61328961575374
40,1006,40.01412888153249
36,959,37.83686810742244
36,1035,40.67177276281009
68,1016,53.25731502295824
80,959,63.00085932893505
81,986,61.22393897643314
32,978,36.726154290702134
59,1014,51.85957298134713
39,1024,37.958978197683045
35,963,36.342050479296255
83,952,62.33505888598173
95,987,67.60245119570884
73,1021,58.573563896654356
92,1037,66.41346404876802
77,1044,64.14401999777279
51,1031,46.25907966474616
48,953,43.534519647833356
43,1048,44.90607808722887
36,1030,40.244676370055764
78,1032,57.654322723813586
70,1000,48.11885134446875
56,1011,49.877593124846854
60,1032,52.27410553303866
35,978,35.176469581564156
45,985,42.4402705134956
93,1003,68.96468345578306
67,976,49.663598060246876
89,992,63.15410462560521
62,996,53.0212657692102
92,1019,66.3888137836163
40,978,39.56853847444486
42,993,37.28558259970098
94,1033,66.22073823948577
59,1012,47.39397546259805
52,1024,49.72298689077
49,1024,45.975920185858406
35,959,36.16456351802257
66,1041,52.27329502590253
35,1049,39.29416509242727
56,1025,46.32843990126454
42,1046,44.076581260842765
37,988,39.04291919012696
82,981,59.66246989912674
59,972,45.763665884063464
30,1041,35.60626781792537
33,1007,33.54668299970328
91,971,65.98939966480594
97,1047,68.73457320354268
46,1011,44.293523265766424
86,991,62.375730047615725
92,1049,66.88971260518191
86,991,63.67497838696408
78,973,56.97162355064856
47,1002,41.59055678509374
87,973,61.490096896684484
39,1022,41.73211653453383
92,991,64.97943428102151
63,1010,47.01472720155925
34,997,35.59099377011355
46,965,39.83540840782212
92,986,64.15582547267563
53,1015,44.12962230354428
37,1044,38.838363120513144
52,992,44.29767432210334
60,950,48.32374806380204
57,1033,50.46229025551455
77,956,58.69237193135082
41,1043,41.05102017966379
60,1017,50.598384591117416
64,981,55.14533717356228
84,979,60.74856680049697
65,966,52.43161037707982
89,1017,62.78779634798649
67,976,52.829114920800144
98,956,67.03858065269362
83,961,59.91563206776833
43,1031,39.5039781400197
49,1005,41.5455145022395
38,993,41.59067695916752
99,1017,69.59821163547265
31,970,36.055398946740475
59,1041,51.77665728418915
35,1042,38.25226568476766
70,964,50.57816015993182
52,964,44.292305045960504
60,1030,49.605369867087376
49,1049,48.72322609654833
34,1013,36.387878307227645
50,993,46.8737396156275
97,977,68.17844349747698
90,1037,69.68690355237008
71,970,57.373802084763675
70,973,51.587653646333614
90,984,64.98262589012963
81,982,60.37675351363365
70,1015,54.09216302338468
89,972,65.3766068213859
59,971,50.34478792218116
67,1007,53.47835915121104
46,1018,42.54407691599242
69,995,53.25545187196786
59,989,48.04583105132532
95,974,64.47065227354429
53,1036,45.40625082957718
30,967,34.129618933602224
67,1002,54.198940598798224
93,1040,66.93760988181894
56,958,47.13270930763442
36,955,35.824844123071166
71,1047,58.914212168225696
47,1036,43.68390629833688
73,1032,58.2158476889657
99,960,66.99767500800712
49,1012,44.3571257900408
52,979,45.23520286253855
41,961,39.83503443910128
41,980,44.08786654841521
63,1021,51.591405971344734
37,1008,37.99411183999966
56,1044,49.49106428659971
78,992,60.48990456709042
84,1035,64.61359572503108
51,1021,50.02520310355254
32,975,38.389128756470775
38,1004,39.47624874993333
40,1033,39.04800851769635
35,975,38.93469954400873
68,995,53.27641220667893
68,953,54.50410181018789
95,1034,64.65621945820075
89,1033,67.18341678282438
66,987,52.3451243905381
35,983,36.617533854464675
35,1010,37.383065942067155
68,1039,53.7215281799341
65,957,54.66164008121021
79,1010,58.94555951476818
39,987,39.381929677251094
34,1034,37.47493998270172
79,1048,60.51259197368671
54,966,46.7422641086914
32,995,35.79238402663482
33,989,34.47195707758623
41,983,41.12708357703419
43,1047,43.45845043974158
56,1015,48.21401968409581
77,1023,58.087575030163
51,1037,46.30369626293585
50,1018,42.479464354128794
72,974,56.988009995396276
87,956,62.20791027388618
47,1047,42.73736518934103
85,1010,62.04284263213623
98,1038,69.83963173316052
41,1011,41.80529527656381
49,1009,50.400109128805745
41,1024,40.268969139494445
55,979,49.813517721466994
75,978,60.33212756196581
36,974,38.202685538075286
68,953,52.560296472811196
81,1032,62.79426992511691
46,971,45.63659907190301
53,956,47.29983500652518
33,1034,40.20534688233925
76,971,55.24178975102276
59,977,52.78750693736139
32,976,34.995192456284336
35,1039,36.59662036858548
45,1014,44.004379736189996
65,953,53.39867243914149
82,1003,61.90874865371621
37,987,39.77632019481086
81,957,58.06649318253581
81,1030,61.979891567581845
59,1025,50.25872303423034
85,961,60.354271380338744
41,952,38.59288671108195
97,1004,66.36881048222155
85,955,59.88361450778138
98,967,69.96576529433061
87,1028,65.85121888974187
41,955,37.391424741724
33,1028,38.381347943105744
67,1031,58.382264219201744
37,980,39.00185368557875
59,1048,46.79990055706046
41,953,39.571703587590655
41,950,37.52103673589171
46,1043,41.59176534828116
90,994,64.63646668826676
93,994,68.65529800087137
89,1011,65.84411866753713
31,950,34.160140011446245
48,967,43.91191077919109
83,979,58.114520082634805
58,1041,53.107852535785206
94,984,68.78887602195427
38,1009,41.24284222843041
41,971,40.37205886085072
81,1013,63.270533819329714
85,1044,63.11755867690281
45,967,42.558509769556885
33,988,34.77173498421694
58,1029,46.93508665919809
88,951,63.17065771723372
95,965,66.77217982795938
41,1036,41.30143652186359
55,967,48.68966522672359
41,1003,41.12391418357603
64,972,49.39454498865967
31,1027,36.07554968788673
46,997,41.94439610174242
31,1016,37.98190489083764
46,961,41.43649102636545
63,959,52.60651718946393
63,990,46.558304577750604
74,1004,61.34437500625493
70,1001,54.18543050326685
62,997,52.12464841416992
53,954,45.59459893755755
98,960,64.21128569506791
61,956,46.471340833358305
52,994,44.839735979933394
94,1022,65.2540803868946
61,958,45.1570788438982
45,1022,42.97040256265171
81,968,58.18848616770718
42,952,39.197023347107056
75,1019,55.767401090488065
40,1043,39.88680274005962
51,979,48.216890450022895
97,977,69.27403146780351
94,967,68.07108021425778
31,1008,35.76586033903393
80,961,60.592499872917855
87,999,62.27310817230418
52,1022,48.499144717104926
45,1038,41.08967566705017
45,953,38.195007480064554
58,961,46.44553854432295
57,1007,48.24156804281895
87,1000,61.6513962749741
88,965,63.3875661019141
43,1007,38.12151642691911
48,953,42.23791712646369
50,1010,46.051727478980276
85,989,61.244343892076266
74,1035,56.21627166112677
74,979,57.48071851678104
45,1003,44.98250796641207
59,1017,50.93936811638183
34,1006,36.668788971611576
58,1025,49.80248795875307
95,1029,70.35697003864527
79,995,61.355370966914826
79,1040,60.35042398298679
87,1029,66.35015121990969
71,1047,57.4857990328482
96,961,67.1325211163857
77,955,58.15135623828331
47,980,45.88360503856776
50,1008,46.99998327429251
68,1018,53.45725534458624
94,1009,65.40588640902772
36,982,37.44589729223718
52,987,47.87288414116921
64,993,51.60141899537838
70,1010,54.59052138624
68,995,53.83509550066523
51,979,45.94691010868104
64,977,53.885878722741914
62,977,55.756652026918765
72,979,55.50218810481802
74,1022,58.861628117591344
71,1025,56.94915567918757
57,1047,53.398634083291874
78,1028,58.267608629280275
40,988,40.226954153152256
98,961,71.34823953370768
47,1024,43.37621557956631
33,1039,35.00105457906391
59,982,49.58947201919386
60,1000,48.995335153226755
96,990,70.55128385542776
90,1020,61.80261651525351
37,980,38.88546657316435
81,972,56.19309836284625
94,1025,69.61695306321097
47,985,41.42992880437005
70,1034,54.607615392442064
51,1018,46.2627421287696
56,1013,46.85813080701412
45,954,39.48962246679568
47,999,43.60586775153863
40,979,43.942085150966506
47,1013,40.01934565720141
33,1011,37.90407259104176
59,1041,47.718999417347646
97,1033,72.85366405663063
34,1040,38.95114188503443
91,976,62.80914556976764
36,1023,40.97419496430321
62,1000,49.8873138724736
67,1045,54.91807220408591
57,1044,44.080818111255034
81,967,59.31689457608618
89,1021,67.80506854174304
38,1006,41.780534245701304
86,985,59.00724609401764
59,1023,52.118945244045065
58,1042,52.24953316059155
64,997,51.922736628121186
88,998,63.996943849999106
46,1021,44.35253713962105
89,1017,64.37454288433115
37,1021,37.755564811354546
42,1012,42.41488556854978
62,1022,54.59152898804608
70,987,55.63823979784162
30,955,32.363739634451264
67,1047,50.55130989414331
77,1005,56.451337673694994
91,1042,71.26534978495587
80,996,56.11875712244946
98,988,67.2301406529879
87,999,66.16649493458931
34,958,37.2227276809044
66,1015,55.727299075231855
67,1016,55.500781756726305
65,1012,53.27641284324517
78,966,58.41799552162029
30,1011,32.96343312773598
79,1016,59.816658894052225
87,961,64.49837092675111
39,981,42.36558325594779
80,960,61.48529472098685
78,970,62.90650681107638
42,964,41.35065318354529
66,1002,50.10252979939565
66,1021,50.699141793641566
60,979,50.72396151587656
49,955,37.491339045723294
68,964,49.610848955085075
74,1029,60.339507602304664
65,1001,52.09373347875679
44,982,44.85622447205661
59,973,48.60762538798821
81,1041,61.56147530471137
90,956,61.60066119787453
97,1023,68.1149128231821
59,1015,50.64986312210765
57,1025,53.62211162700732
33,1037,35.7536169000212
63,1020,53.04896594095281
81,990,58.88944006169075
57,1010,44.587039311907375
86,986,61.92242734557092
51,962,44.39294366192571
69,985,52.226959443522055
59,1012,48.361168510429934
59,1019,50.42336847292527
91,1012,67.48628535283899
88,1008,63.15317934880318
54,1026,45.19500470323145
46,968,43.51748964065971
94,950,64.29522506628624
43,951,39.38713641377565
31,1034,35.96471299286931
32,1027,34.4274593457195
96,1040,70.31369266725308
49,971,43.68714913598258
60,1028,48.22466859603223
69,963,53.42158569565739
79,1017,61.72220618459177
56,967,52.034094623280865
42,955,40.96781927474376
94,976,63.9798877765724
31,1013,33.3722647183051
66,977,51.08188495901003
40,991,36.08483100769161
62,963,50.44645501145738
58,995,49.69567327145227
88,998,63.37776984284857
96,1006,67.15178118291354
95,1008,66.14093926256204
77,967,54.89395559662164
66,1036,52.23811766713876
83,1045,63.71739717063484
39,1039,38.87445153331456
45,1042,41.84910777352011
48,1027,43.88212385968022
59,957,46.52444389955375
83,976,61.25101028880444
90,967,66.0345490943298
72,1018,55.72767130011029
32,993,38.688729050000575
59,997,46.64692481201092
47,1044,42.114195567587906
65,1042,53.431473577275604
49,1022,46.81706771641671
46,1008,43.94591636193681
53,977,46.474094389284296
42,956,39.42390996292418
86,957,63.69180460656695
96,1003,68.86502449134176
50,976,43.895627085974766
33,1025,35.727800330983484
74,987,58.06292470923115
68,1043,55.725036390623586
72,999,51.57569829943667
67,970,49.7682390881403
70,1043,55.06064121283401
57,1006,49.8773840935323
34,1011,37.011377005266496
81,1005,61.331352245522275
52,1042,45.22495448444594
67,973,52.018421595145774
65,1007,55.05752181195464
60,959,47.12899559117501
37,950,36.0438667652644
45,969,41.27287454121389
40,1021,42.49554489867871
49,1000,40.18116919710656
86,988,63.058131161358176
48,1017,43.986873812962735
90,980,61.41895389531418
54,987,46.708420525662014
